# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
9

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Main Wing,0,CBKKIWEXIY,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.855300000000000082e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,11,33
# x,y,z,u,w
4.431463456625935748e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 6.807436267518711698e-17, 2.046431206612881470e-01, -3.472106628671597664e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 3.216336609715709116e+00, 7.836633902842906618e-01, 4.431463456625935748e+01, 5.204170427930421283e-16, 9.610793999999998505e+00
4.401395723211393829e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 3.337989315565097509e-17, 2.421757026306614047e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 4.401395723211393829e+01, 5.551115123125782702e-16, 9.610793999999998505e+00
4.371294972753393182e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 5.624317540022061579e-18, 2.667874202770512126e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.783663390284290440e+00, 1.216336609715709338e+00, 4.371294972753393182e+01, 5.828670879282071837e-16, 9.610793999999998505e+00
4.343515777870138095e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 8.253470267792395176e-18, 2.731782887908588142e-01, -2.601021987893338676e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.584161237591246607e+00, 1.415838762408753171e+00, 4.343515777870138095e+01, 5.967448757360216405e-16, 9.610793999999998505e+00
4.319755554226014738e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 2.213125807560685193e-17, 2.603397780090995761e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.413466350417201589e+00, 1.586533649582798411e+00, 4.319755554226014738e+01, 6.106226635438360972e-16, 9.610793999999998505e+00
4.300744870634531480e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 1.519236417169962355e-17, 2.312410468500886718e-01, -3.072736200769485895e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.276535875536843889e+00, 1.723464124463156111e+00, 4.300744870634531480e+01, 6.036837696399288689e-16, 9.610793999999998505e+00
4.286371241032973245e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 5.682572759514299382e-17, 1.904118573689350113e-01, 7.463219418981652120e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.172260364380927733e+00, 1.827739635619072267e+00, 4.286371241032973245e+01, 6.453171330633722391e-16, 9.610793999999998505e+00
4.276043272667632777e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 7.764240930686467895e-17, 1.409499620650655205e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.095955830069344827e+00, 1.904044169930654951e+00, 4.276043272667632777e+01, 6.661338147750939243e-16, 9.610793999999998505e+00
4.269131061335370703e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 3.517287185112001999e-16, 8.119799449823064674e-02, -8.750742430905523724e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.041733119767888294e+00, 1.958266880232111484e+00, 4.269131061335370703e+01, 9.402201239794294452e-16, 9.610793999999998505e+00
4.266143679704534719e+01, 5.884914054682292453e-16, 9.610793999999998505e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 4.266143679704534719e+01, 5.884914054682292453e-16, 9.610793999999998505e+00
# DegenGeom Type, nXsecs
STICK_NODE, 16
# lex,ley,lez,tex,tey,tez,cgShellx,cgShelly,cgShellz,cgSolidx,cgSolidy,cgSolidz,toc,tLoc,chord,Ishell11,Ishell22,Ishell12,Isolid11,Isolid22,Isolid12,sectArea,sectNormalx,sectNormaly,sectNormalz,perimTop,perimBot,u,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33,it00,it01,it02,it03,it10,it11,it12,it13,it20,it21,it22,it23,it30,it31,it32,it33,toc2,tLoc2,anglele,anglete,radleTop,radleBot,
3.096136000000000621e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.244429999999999836e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.664671744940022080e+01, -3.179101232480293666e-16, 1.964645470420341021e-32, 3.575833074940862133e+01, -1.254990217950699412e-17, 1.111826519030045644e-33, 9.991810189927471941e-02, 2.829973502978518907e-01, 1.148293999999999215e+01, 4.100242373181328226e+00, 2.610398719239867660e+02, -6.958685209446205003e-14, 6.678734579132076243e-01, 6.329761010848557135e+01, -3.017369135431626150e-15, 8.892542907896885396e+00, -0.000000000000000000e+00, 6.123233995736764803e-17, 1.000000000000000000e+00, 1.164039325743761921e+01, 1.164039325743762099e+01, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 6.123233995736764803e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, -6.123233995736764803e-17, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.096136000000000621e+01, -0.000000000000000000e+00, -0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -6.123233995736764803e-17, 0.000000000000000000e+00, -0.000000000000000000e+00, 6.123233995736764803e-17, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.096136000000000621e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
3.135506080000000750e+01, 2.410722122708760579e-17, 3.937007999999998509e-01, 4.232244299999999981e+01, 2.410722122708760579e-17, 3.937007999999998509e-01, 3.678515867486387236e+01, -3.210738117787859021e-16, 3.937007999999998509e-01, 3.593665851025406255e+01, 4.673943287108205552e-17, 3.937007999999998509e-01, 9.991810189927473329e-02, 2.829973502978510025e-01, 1.096738219999999231e+01, 3.572392573261809368e+00, 2.274345794497319844e+02, -5.250175055005518153e-14, 5.557682280804278063e-01, 5.267285321030160361e+01, -4.896926193828216912e-15, 8.111958776372119928e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.111776616551347985e+01, 1.111776616551348162e+01, 1.199999999999999956e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.135506080000000750e+01, -2.410722122708760579e-17, -3.937007999999998509e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.135506080000000750e+01, 2.410722122708760579e-17, 3.937007999999998509e-01, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
3.174876160000000880e+01, 4.821444245417521158e-17, 7.874015999999997018e-01, 4.220058600000000126e+01, 4.821444245417521158e-17, 7.874015999999997018e-01, 3.692359990032753103e+01, -1.542969247346964871e-16, 7.874015999999997018e-01, 3.611498627109950377e+01, 1.683996770186936458e-16, 7.874015999999997018e-01, 9.991810189927474717e-02, 2.829973502978513356e-01, 1.045182439999999247e+01, 3.091907953666761077e+00, 1.968447673983969537e+02, -4.560023149803027306e-14, 4.584059229738313701e-01, 4.344535486479666986e+01, -2.342906845164497436e-15, 7.367225910943106193e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.059513907358934048e+01, 1.059513907358934404e+01, 1.399999999999999911e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.174876160000000880e+01, -4.821444245417521158e-17, -7.874015999999997018e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.174876160000000880e+01, 4.821444245417521158e-17, 7.874015999999997018e-01, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
3.214246240000000654e+01, 7.232166368126284511e-17, 1.181102400000000108e+00, 4.207872900000000271e+01, 7.232166368126284511e-17, 1.181102400000000108e+00, 3.706204112579118259e+01, -2.416633425313946978e-16, 1.181102400000000108e+00, 3.629331403194494499e+01, 9.891781830344450190e-17, 1.181102400000000108e+00, 9.991810189927469166e-02, 2.829973502978518907e-01, 9.936266599999996174e+00, 2.656561958622032815e+00, 1.691286832145921153e+02, -3.828763591662504145e-14, 3.744335403603221701e-01, 3.548688448156236319e+01, -3.455105595311518661e-15, 6.658344311609843302e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.007251198166520112e+01, 1.007251198166520290e+01, 1.600000000000000089e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.214246240000000654e+01, -7.232166368126284511e-17, -1.181102400000000108e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.214246240000000654e+01, 7.232166368126284511e-17, 1.181102400000000108e+00, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
3.253616320000001139e+01, 9.642888490835046014e-17, 1.574803199999999848e+00, 4.195687200000000416e+01, 9.642888490835046014e-17, 1.574803199999999848e+00, 3.720048235125484126e+01, -2.208545008526893250e-16, 1.574803199999999848e+00, 3.647164179279038621e+01, 9.601829242595427820e-17, 1.574803199999999848e+00, 9.991810189927473329e-02, 2.829973502978513356e-01, 9.420708799999992777e+00, 2.264128032353480702e+00, 1.441445743429285642e+02, -2.986578129188897841e-14, 3.025632112181059208e-01, 2.867538446084481762e+01, -1.530184668777912359e-15, 5.985313978372339250e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 9.549884889741065308e+00, 9.549884889741067084e+00, 1.800000000000000044e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.253616320000001139e+01, -9.642888490835046014e-17, -1.574803199999999848e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.253616320000001139e+01, 9.642888490835046014e-17, 1.574803199999999848e+00, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
3.292986400000000913e+01, 1.205361061354380629e-16, 1.968503999999999809e+00, 4.183501500000000561e+01, 1.205361061354380629e-16, 1.968503999999999809e+00, 3.733892357671849282e+01, -1.269604722143219708e-16, 1.968503999999999809e+00, 3.664996955363582742e+01, 1.608378927335108410e-16, 1.968503999999999809e+00, 9.991810189927467778e-02, 2.829973502978512245e-01, 8.905150999999996486e+00, 1.912379619086958416e+00, 1.217506882280167417e+02, -3.108881265181754885e-14, 2.415721997366895857e-01, 2.289497019354425689e+01, -1.980284770144626833e-15, 5.348134911230592259e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 9.027257797816925944e+00, 9.027257797816925944e+00, 2.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.292986400000000913e+01, -1.205361061354380629e-16, -1.968503999999999809e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.292986400000000913e+01, 1.205361061354380629e-16, 1.968503999999999809e+00, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
3.479262315050557675e+01, 2.101092957974817794e-16, 3.431345200000000872e+00, 4.281897495050556302e+01, 2.101092957974817794e-16, 3.431345200000000872e+00, 3.876657746861894793e+01, 4.766036543507557668e-17, 3.431345200000000872e+00, 3.814561243801062318e+01, 3.295928834071167469e-16, 3.431345200000000872e+00, 9.991810189927480268e-02, 2.829973502978506694e-01, 8.026351799999986270e+00, 1.400247533539183742e+00, 8.914605614724759164e+01, -1.686646834377021241e-14, 1.594243176914769689e-01, 1.510941658705329615e+01, -9.726861288972570020e-16, 4.344663652735840209e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 8.136408565623630906e+00, 8.136408565623632683e+00, 2.200000000000000178e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.479262315050557675e+01, -2.101092957974817794e-16, -3.431345200000000872e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.479262315050557675e+01, 2.101092957974817794e-16, 3.431345200000000872e+00, 1.000000000000000000e+00, 1.000283335173726279e-01, 2.997960243938174729e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
3.665538230101113015e+01, 2.996824854595252988e-16, 4.894186399999998827e+00, 4.380293490101112752e+01, 2.996824854595252988e-16, 4.894186399999998827e+00, 4.019423136051940304e+01, 2.635601666165315059e-16, 4.894186399999998827e+00, 3.964125532238540472e+01, 4.370738719110250721e-16, 4.894186399999998827e+00, 9.991810189927467778e-02, 2.829973502978512245e-01, 7.147552599999997369e+00, 9.888315688022530914e-01, 6.295346532752869706e+01, -1.447248391087127136e-14, 1.002562006641138231e-01, 9.501766877251565546e+00, -9.048377221807639094e-16, 3.445359135918407478e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 7.245559333430351856e+00, 7.245559333430352744e+00, 2.399999999999999911e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.665538230101113015e+01, -2.996824854595252988e-16, -4.894186399999998827e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.665538230101113015e+01, 2.996824854595252988e-16, 4.894186399999998827e+00, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
3.851814145151669777e+01, 3.892556751215690153e-16, 6.357027599999999445e+00, 4.478689485151669203e+01, 3.892556751215690153e-16, 6.357027599999999445e+00, 4.162188525241985815e+01, 2.780409737621637421e-16, 6.357027599999999445e+00, 4.113689820676020048e+01, 4.450431042181285629e-16, 6.357027599999999445e+00, 9.991810189927474717e-02, 2.829973502978513356e-01, 6.268753399999994258e+00, 6.671043928327758943e-01, 4.247086621122910799e+01, -5.326810903644977674e-15, 5.932073805238292918e-02, 5.622114345312549943e+00, -4.731940347985092135e-16, 2.650221360778292734e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 6.354710101237063924e+00, 6.354710101237063924e+00, 2.600000000000000089e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -3.851814145151669777e+01, -3.892556751215690153e-16, -6.357027599999999445e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.851814145151669777e+01, 3.892556751215690153e-16, 6.357027599999999445e+00, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
4.038090060202225828e+01, 4.788288647836125347e-16, 7.819868799999997400e+00, 4.577085480202225654e+01, 4.788288647836125347e-16, 7.819868799999997400e+00, 4.304953914432030615e+01, 5.102802594032245887e-16, 7.819868799999997400e+00, 4.263254109113498913e+01, 5.581368731514273377e-16, 7.819868799999997400e+00, 9.991810189927469166e-02, 2.829973502978512245e-01, 5.389954199999998252e+00, 4.240386735873581947e-01, 2.699620924071805561e+01, -3.769653590193306592e-15, 3.242067865604612853e-02, 3.072665117483362796e+00, -2.699998891615714826e-16, 1.959250327315490203e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 5.463860869043781321e+00, 5.463860869043782209e+00, 2.799999999999999822e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -4.038090060202225828e+01, -4.788288647836125347e-16, -7.819868799999997400e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.038090060202225828e+01, 4.788288647836125347e-16, 7.819868799999997400e+00, 1.000000000000000000e+00, 1.000283335173726279e-01, 2.997960243938174729e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
4.224365975252781880e+01, 5.684020544456562513e-16, 9.282709999999998018e+00, 4.675481475252782104e+01, 5.684020544456562513e-16, 9.282709999999998018e+00, 4.447719303622076126e+01, 6.796077694948680263e-16, 9.282709999999998018e+00, 4.412818397550977778e+01, 6.868592553522246376e-16, 9.282709999999998018e+00, 9.991810189927459451e-02, 2.829973502978525568e-01, 4.511155000000002246e+00, 2.486070790226109772e-01, 1.582744485836495230e+01, -2.097075667160513059e-15, 1.590863067684573917e-02, 1.507738165084765214e+00, -1.745757841341355108e-16, 1.372446035530006769e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.573011636850496942e+00, 4.573011636850496942e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -4.224365975252781880e+01, -5.684020544456562513e-16, -9.282709999999998018e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.224365975252781880e+01, 5.684020544456562513e-16, 9.282709999999998018e+00, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
4.232721516143132590e+01, 5.724199246501708106e-16, 9.348326799999998826e+00, 4.648294356143132688e+01, 5.724199246501708106e-16, 9.348326799999998826e+00, 4.438477197324294110e+01, 6.329327413185225402e-16, 9.348326799999998826e+00, 4.406326077146557907e+01, 6.567658921883853197e-16, 9.348326799999998826e+00, 9.991810189927463615e-02, 2.829973502978515576e-01, 4.155728400000000988e+00, 1.943532070868554396e-01, 1.237339934287959586e+01, -1.791788025916642797e-15, 1.145698717924798458e-02, 1.085834298245461849e+00, -1.204912175342368978e-16, 1.164700040944842252e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.212711452563721259e+00, 4.212711452563722148e+00, 3.200000000000000178e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -4.232721516143132590e+01, -5.724199246501708106e-16, -9.348326799999998826e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.232721516143132590e+01, 5.724199246501708106e-16, 9.348326799999998826e+00, 1.000000000000000000e+00, 1.000283335173726279e-01, 2.997960243938174729e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
4.241077057033483300e+01, 5.764377948546854686e-16, 9.413943599999997858e+00, 4.621107237033483273e+01, 5.764377948546854686e-16, 9.413943599999997858e+00, 4.429235091026511384e+01, 5.409559162656304545e-16, 9.413943599999997858e+00, 4.399833756742137325e+01, 5.961220258883088935e-16, 9.413943599999997858e+00, 9.991810189927467778e-02, 2.829973502978502253e-01, 3.800301799999999730e+00, 1.486293247893037128e-01, 9.462411334734216695e+00, -1.173062859183476556e-15, 8.012243723872202253e-03, 7.593592368716828300e-01, -8.228025798146808284e-17, 9.739932631371946981e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.852411268276948242e+00, 3.852411268276946466e+00, 3.399999999999999911e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -4.241077057033483300e+01, -5.764377948546854686e-16, -9.413943599999997858e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.241077057033483300e+01, 5.764377948546854686e-16, 9.413943599999997858e+00, 1.000000000000000000e+00, 1.000283335173726418e-01, 2.997960243938137537e-01, 1.800000000000000000e+02, 1.333804627197352843e+01, 1.094698679227796428e-02, 1.094698679228170261e-02
